Value,Test
14.766,736848
14.766,736849
14.817,736850
14.986,736851
14.881,736852
14.872,736853
15.067,736854
15.034,736855
15.034,736856
15.162,736857
14.955,736858
15.038,736859
15.189,736860
14.887,736861
14.863,736862
14.863,736863
15.019,736864
15.288,736865
15.358,736866
15.316,736867
15.049,736868
14.925,736869
14.925,736870
15.005,736871
15.13,736872
15.221,736873
15.167,736874
15.264,736875
14.906,736876
14.906,736877
14.987,736878
15.233,736879
15.339,736880
15.276,736881
15.253,736882
15,736883
15,736884
15.093,736885
14.927,736886
14.845,736887
14.817,736888
14.81,736889
14.822,736890
14.822,736891
14.848,736892
14.976,736893
14.991,736894
14.977,736895
15.133,736896
15.01,736897
15.01,736898
15.061,736899
14.91,736900
14.874,736901
15.157,736902
15.22,736903
15.067,736904
15.067,736905
15.123,736906
15.171,736907
14.906,736908
14.875,736909
14.919,736910
15.021,736911
15.021,736912
15.088,736913
15.398,736914
15.401,736915
15.705,736916
16.015,736917
15.993,736918
15.993,736919
16.075,736920
16.029,736921
15.821,736922
15.997,736923
16.244,736924
16.206,736925
16.206,736926
16.251,736927
16.386,736928
16.186,736929
16.397,736930
16.563,736931
16.385,736932
16.385,736933
16.385,736934
16.433,736935
16.495,736936
16.737,736937
16.55,736938
16.418,736939
16.418,736940
16.509,736941
16.421,736942
16.733,736943
16.892,736944
16.834,736945
16.773,736946
16.773,736947
16.95,736948
17.208,736949
17.277,736950
17.419,736951
17.803,736952
17.564,736953
17.564,736954
17.685,736955
17.768,736956
17.717,736957
17.48,736958
17.108,736959
16.749,736960
16.749,736961
16.883,736962
17.376,736963
17.692,736964
17.521,736965
17.733,736966
16.877,736967
16.877,736968
16.818,736969
16.657,736970
16.955,736971
17.421,736972
17.561,736973
17.449,736974
17.449,736975
17.635,736976
18.14,736977
17.86,736978
17.3,736979
16.788,736980
16.572,736981
16.572,736982
16.635,736983
16.654,736984
16.442,736985
16.761,736986
16.653,736987
16.43,736988
16.43,736989
16.906,736990
16.741,736991
16.743,736992
16.926,736993
16.953,736994
16.583,736995
16.583,736996
17.002,736997
17.553,736998
17.809,736999
18.114,737000
18.255,737001
17.806,737002
17.806,737003
18.083,737004
18.771,737005
19.164,737006
19.242,737007
19.435,737008
19.338,737009
19.338,737010
19.521,737011
19.811,737012
19.479,737013
18.945,737014
19.235,737015
18.971,737016
18.971,737017
19.013,737018
19.463,737019
19.743,737020
19.71,737021
19.954,737022
20.456,737023
20.456,737024
20.5,737025
20.822,737026
20.591,737027
20.678,737028
20.656,737029
20.977,737030
20.977,737031
20.913,737032
21.665,737033
21.482,737034
21.082,737035
21.356,737036
21.267,737037
21.267,737038
21.273,737039
21.258,737040
23.029,737041
21.569,737042
20.938,737043
21.533,737044
21.533,737045
21.532,737046
20.948,737047
20.575,737048
20.214,737049
20.095,737050
19.629,737051
19.629,737052
19.629,737053
19.629,737054
19.74,737055
19.513,737056
19.793,737057
19.551,737058
19.551,737059
19.551,737060
19.634,737061
19.473,737062
19.18,737063
19.096,737064
18.869,737065
18.869,737066
19.001,737067
19.125,737068
19.397,737069
19.383,737070
19.419,737071
19.661,737072
19.661,737073
19.712,737074
19.209,737075
19.063,737076
18.546,737077
18.311,737078
18.345,737079
18.345,737080
18.346,737081
18.313,737082
18.349,737083
17.929,737084
17.848,737085
17.814,737086
17.814,737087
17.885,737088
17.575,737089
17.387,737090
17.857,737091
18.306,737092
18.204,737093
18.204,737094
18.297,737095
17.878,737096
17.821,737097
18.383,737098
18.023,737099
17.86,737100
17.86,737101
17.935,737102
18,737103
18.538,737104
18.211,737105
18.015,737106
18.105,737107
18.105,737108
18.21,737109
19.447,737110
20.414,737111
21.489,737112
22.843,737113
25.643,737114
25.643,737115
27.054,737116
24.644,737117
28.16,737118
38.742,737119
53.961,737120
34.919,737121
34.919,737122
34.311,737123
20.066,737124
19.973,737125
19.193,737126
18.913,737127
19.536,737128
19.536,737129
19.679,737130
27.287,737131
24.474,737132
23.109,737133
23.322,737134
22.802,737135
22.802,737136
24.419,737137
20.554,737138
21.021,737139
21.598,737140
20.925,737141
19.932,737142
19.932,737143
19.978,737144
18.456,737145
18.613,737146
18.816,737147
18.808,737148
18.808,737149
18.808,737150
18.808,737151
18.892,737152
18.411,737153
18.837,737154
18.933,737155
18.624,737156
18.624,737157
18.695,737158
18.961,737159
19.651,737160
19.944,737161
19.894,737162
20.27,737163
20.27,737164
20.327,737165
19.97,737166
19.239,737167
19.109,737168
19.653,737169
19.688,737170
19.688,737171
19.714,737172
19.932,737173
19.748,737174
19.738,737175
20.127,737176
20.075,737177
20.075,737178
20.106,737179
20.58,737180
20.536,737181
20.274,737182
19.98,737183
20.151,737184
20.151,737185
20.151,737186
20.153,737187
20.755,737188
21.009,737189
20.816,737190
21.098,737191
21.098,737192
21.125,737193
21.335,737194
21.779,737195
21.424,737196
22.188,737197
22.092,737198
22.092,737199
22.116,737200
22.029,737201
22.847,737202
22.823,737203
22.801,737204
22.071,737205
22.071,737206
22.071,737207
22.1,737208
22.429,737209
22.877,737210
23.012,737211
21.959,737212
21.959,737213
21.98,737214
22.211,737215
21.978,737216
21.683,737217
21.681,737218
21.791,737219
21.791,737220
21.829,737221
21.441,737222
21.765,737223
22.266,737224
22.861,737225
22.198,737226
22.198,737227
22.208,737228
22.207,737229
22.219,737230
21.99,737231
21.694,737232
21.83,737233
21.83,737234
21.871,737235
21.655,737236
21.574,737237
21.915,737238
22.039,737239
21.738,737240
21.738,737241
21.745,737242
22.107,737243
22.35,737244
22.206,737245
22.216,737246
22.309,737247
22.309,737248
22.351,737249
22.53,737250
22.842,737251
22.522,737252
22.196,737253
21.931,737254
21.931,737255
22.006,737256
22.471,737257
21.974,737258
22.062,737259
22.289,737260
21.992,737261
21.992,737262
22.059,737263
22.173,737264
22.184,737265
22.298,737266
22.14,737267
21.932,737268
21.932,737269
22.008,737270
22.069,737271
22.09,737272
21.948,737273
22.037,737274
22.184,737275
22.184,737276
22.241,737277
22.441,737278
22.662,737279
22.753,737280
22.588,737281
22.597,737282
22.597,737283
22.658,737284
23.366,737285
23.879,737286
23.428,737287
23.727,737288
23.973,737289
23.973,737290
24.084,737291
23.98,737292
24.524,737293
24.585,737294
24.741,737295
24.853,737296
24.853,737297
24.853,737298
25.019,737299
25.607,737300
25.906,737301
26.563,737302
26.071,737303
26.071,737304
26.131,737305
26.407,737306
26.979,737307
27.038,737308
27.59,737309
28.063,737310
28.063,737311
28.118,737312
28.866,737313
28.691,737314
27.951,737315
27.253,737316
26.876,737317
26.876,737318
26.983,737319
27.984,737320
27.432,737321
27.741,737322
28.918,737323
28.452,737324
28.452,737325
28.573,737326
29.689,737327
29.521,737328
28.612,737329
27.979,737330
27.42,737331
27.42,737332
27.433,737333
26.652,737334
27.768,737335
26.942,737336
27.034,737337
26.901,737338
26.901,737339
26.931,737340
26.973,737341
26.775,737342
26.183,737343
24.91,737344
25.118,737345
25.118,737346
25.365,737347
26.198,737348
25.916,737349
25.13,737350
25.486,737351
25.939,737352
25.939,737353
26.097,737354
25.676,737355
24.723,737356
24.864,737357
24.554,737358
24.325,737359
24.325,737360
24.409,737361
24.38,737362
23.988,737363
23.328,737364
23.123,737365
23.317,737366
23.317,737367
23.319,737368
23.019,737369
23.132,737370
23.838,737371
24.493,737372
23.948,737373
23.948,737374
24,737375
25.297,737376
25.772,737377
26.256,737378
26.386,737379
26.384,737380
26.384,737381
26.381,737382
24.263,737383
24.473,737384
24.451,737385
24.4,737386
24.803,737387
24.803,737388
24.844,737389
24.265,737390
24.866,737391
24.28,737392
24.415,737393
24.043,737394
24.043,737395
24.088,737396
24.789,737397
24.191,737398
23.775,737399
22.775,737400
22.284,737401
22.284,737402
22.425,737403
22.98,737404
23.423,737405
23.83,737406
24.243,737407
24.488,737408
24.488,737409
24.542,737410
24.572,737411
23.919,737412
24.075,737413
24.232,737414
24.442,737415
24.442,737416
24.411,737417
24.261,737418
24.261,737419
24.576,737420
23.447,737421
22.897,737422
22.897,737423
22.909,737424
21.069,737425
21.871,737426
21.949,737427
22.042,737428
22.344,737429
22.344,737430
22.349,737431
21.2,737432
21.683,737433
21.728,737434
21.166,737435
21.584,737436
21.584,737437
21.697,737438
21.305,737439
21.553,737440
21.717,737441
22.557,737442
22.582,737443
22.582,737444
22.628,737445
21.607,737446
21.718,737447
22.173,737448
21.376,737449
20.586,737450
20.586,737451
20.669,737452
20.496,737453
20.398,737454
20.543,737455
19.8,737456
19.415,737457
19.415,737458
19.463,737459
18.966,737460
19.183,737461
18.984,737462
18.989,737463
18.243,737464
18.243,737465
18.332,737466
17.889,737467
17.871,737468
17.757,737469
17.929,737470
17.715,737471
17.715,737472
17.775,737473
17.596,737474
17.476,737475
18.108,737476
17.736,737477
17.304,737478
17.304,737479
17.375,737480
16.983,737481
17.233,737482
17.508,737483
17.569,737484
17.336,737485
17.336,737486
17.379,737487
17.366,737488
17.296,737489
16.984,737490
16.83,737491
16.804,737492
16.804,737493
16.854,737494
16.737,737495
16.571,737496
15.961,737497
15.704,737498
15.181,737499
15.181,737500
15.294,737501
15.057,737502
15.238,737503
14.932,737504
14.701,737505
14.219,737506
14.219,737507
14.245,737508
14.303,737509
14.347,737510
14.792,737511
14.71,737512
13.931,737513
13.931,737514
14.257,737515
14.148,737516
13.804,737517
13.927,737518
14.806,737519
15.99,737520
15.99,737521
16.083,737522
16.622,737523
16.684,737524
16.779,737525
15.988,737526
16.151,737527
16.151,737528
16.146,737529
15.595,737530
14.916,737531
15.016,737532
14.769,737533
14.769,737534
14.769,737535
14.769,737536
14.831,737537
14.314,737538
14.454,737539
14.53,737540
14.734,737541
14.734,737542
14.801,737543
14.759,737544
14.344,737545
14.163,737546
14.426,737547
14.542,737548
14.542,737549
14.542,737550
14.531,737551
14.52,737552
14.358,737553
14.655,737554
14.29,737555
14.29,737556
14.328,737557
13.882,737558
13.743,737559
13.811,737560
13.664,737561
13.034,737562
13.034,737563
13.11,737564
13.046,737565
12.703,737566
12.828,737567
12.451,737568
12.214,737569
12.214,737570
12.214,737571
12.298,737572
12.369,737573
12.21,737574
11.525,737575
10.217,737576
10.217,737577
10.35,737578
10.161,737579
10.542,737580
10.935,737581
10.623,737582
10.595,737583
10.595,737584
10.698,737585
11.448,737586
11.253,737587
10.924,737588
11.389,737589
10.867,737590
10.867,737591
11.017,737592
11.361,737593
11.267,737594
10.531,737595
10.134,737596
9.74,737597
9.74,737598
9.85,737599
10.11,737600
9.557,737601
9.243,737602
9.202,737603
8.958,737604
8.958,737605
9.155,737606
9.998,737607
10.485,737608
10.314,737609
10.399,737610
10.259,737611
10.259,737612
10.455,737613
11.338,737614
12.142,737615
11.602,737616
12.596,737617
12.398,737618
12.398,737619
12.59,737620
13.664,737621
11.903,737622
11.135,737623
10.968,737624
10.72,737625
10.72,737626
10.847,737627
10.634,737628
10.459,737629
10.338,737630
10.257,737631
9.927,737632
9.927,737633
10.052,737634
9.951,737635
9.642,737636
10.282,737637
10.952,737638
11.088,737639
11.088,737640
11.115,737641
10.431,737642
9.718,737643
9.634,737644
9.648,737645
9.979,737646
9.979,737647
10.206,737648
10.541,737649
10.708,737650
10.203,737651
9.718,737652
9.584,737653
9.584,737654
9.664,737655
9.677,737656
9.908,737657
10.244,737658
10.28,737659
10.188,737660
10.188,737661
10.188,737662
10.259,737663
10.06,737664
10.153,737665
10.032,737666
9.648,737667
9.648,737668
9.84,737669
8.197,737670
7.557,737671
7.597,737672
7.571,737673
8.257,737674
8.257,737675
8.472,737676
9.506,737677
9.887,737678
10.418,737679
10.795,737680
11.333,737681
11.333,737682
11.539,737683
11.412,737684
10.524,737685
9.336,737686
9.429,737687
8.756,737688
8.756,737689
8.818,737690
9.404,737691
10.334,737692
10.368,737693
10.319,737694
9.96,737695
9.96,737696
10.053,737697
9.677,737698
9.435,737699
9.955,737700
11.226,737701
12.17,737702
12.17,737703
12.272,737704
10.542,737705
10.276,737706
8.981,737707
8.379,737708
8.471,737709
8.471,737710
8.677,737711
10.203,737712
11.327,737713
10.869,737714
10.41,737715
10.225,737716
10.225,737717
10.389,737718
10.423,737719
10.46,737720
10.497,737721
10.112,737722
10.039,737723
10.039,737724
11.388,737725
11.375,737726
11.143,737727
10.15,737728
9.448,737729
10.286,737730
10.286,737731
10.62,737732
11.615,737733
13.818,737734
13.492,737735
13.66,737736
14.807,737737
14.807,737738
15.06,737739
14.895,737740
14.604,737741
14.818,737742
14.752,737743
14.629,737744
14.629,737745
14.822,737746
14.857,737747
14.842,737748
15.103,737749
15.572,737750
15.773,737751
15.773,737752
15.854,737753
16.341,737754
15.958,737755
15.884,737756
15.842,737757
15.708,737758
15.708,737759
15.797,737760
15.49,737761
15.201,737762
14.765,737763
14.518,737764
13.583,737765
13.583,737766
13.711,737767
13.613,737768
13.34,737769
13.373,737770
13.307,737771
12.98,737772
12.98,737773
13.068,737774
12.754,737775
12.834,737776
12.743,737777
12.751,737778
12.463,737779
12.463,737780
12.548,737781
11.919,737782
10.774,737783
10.774,737784
10.956,737785
12.021,737786
12.021,737787
12.073,737788
12.436,737789
11.83,737790
11.875,737791
11.948,737792
12.061,737793
12.061,737794
12.239,737795
12.457,737796
11.698,737797
11.571,737798
11.724,737799
11.69,737800
11.69,737801
11.774,737802
11.928,737803
11.419,737804
11.102,737805
11.154,737806
10.909,737807
10.909,737808
10.941,737809
10.642,737810
10.798,737811
10.659,737812
10.386,737813
10.465,737814
10.465,737815
10.461,737816
10.432,737817
10.709,737818
10.336,737819
9.782,737820
9.563,737821
9.563,737822
9.668,737823
9.464,737824
9.425,737825
9.586,737826
9.241,737827
9.12,737828
9.12,737829
9.12,737830
8.835,737831
8.848,737832
9.064,737833
8.977,737834
8.905,737835
8.905,737836
8.933,737837
9.061,737838
9.675,737839
9.467,737840
9.692,737841
9.429,737842
9.429,737843
9.457,737844
9.25,737845
9.122,737846
9.212,737847
9.253,737848
8.942,737849
8.942,737850
8.997,737851
9.134,737852
9.397,737853
9.288,737854
9.225,737855
8.948,737856
8.948,737857
8.989,737858
8.694,737859
8.993,737860
9.193,737861
9.191,737862
9.546,737863
9.546,737864
9.593,737865
8.787,737866
8.449,737867
8.347,737868
8.559,737869
8.52,737870
8.52,737871
8.59,737872
8.017,737873
8.164,737874
7.916,737875
7.719,737876
7.31,737877
7.31,737878
7.395,737879
7.124,737880
7.159,737881
6.943,737882
7.068,737883
6.864,737884
6.864,737885
6.874,737886
7.178,737887
7.436,737888
7.224,737889
6.924,737890
6.924,737891
6.924,737892
6.924,737893
6.963,737894
6.951,737895
6.827,737896
7,737897
6.734,737898
6.734,737899
6.763,737900
6.351,737901
5.887,737902
6.128,737903
5.792,737904
5.499,737905
5.499,737906
5.526,737907
5.81,737908
6.073,737909
5.949,737910
5.669,737911
5.464,737912
5.464,737913
5.542,737914
5.489,737915
5.493,737916
5.434,737917
5.323,737918
5.323,737919
5.323,737920
5.517,737921
5.634,737922
5.397,737923
5.081,737924
5.07,737925
4.786,737926
4.786,737927
4.9,737928
4.741,737929
4.357,737930
4.179,737931
3.284,737932
2.517,737933
2.517,737934
2.517,737935
2.731,737936
4.22,737937
3.581,737938
3.525,737939
3.289,737940
3.289,737941
3.459,737942
3.39,737943
4.273,737944
4.783,737945
4.699,737946
4.822,737947
4.822,737948
4.934,737949
5.178,737950
4.66,737951
4.5,737952
4.647,737953
4.924,737954
4.924,737955
5.03,737956
5.364,737957
5.336,737958
5.051,737959
5.16,737960
5.285,737961
5.285,737962
5.395,737963
5.293,737964
5.612,737965
5.638,737966
5.344,737967
4.767,737968
4.767,737969
4.882,737970
5.356,737971
5.807,737972
5.763,737973
5.385,737974
5.123,737975
5.123,737976
5.346,737977
5.446,737978
5.609,737979
5.496,737980
5.183,737981
4.6,737982
4.6,737983
4.715,737984
4.926,737985
4.317,737986
4.623,737987
4.541,737988
4.727,737989
4.727,737990
4.79,737991
4.633,737992
4.629,737993
4.596,737994
4.924,737995
4.705,737996
4.705,737997
4.796,737998
4.623,737999
4.54,738000
4.904,738001
4.968,738002
5.107,738003
5.107,738004
5.115,738005
5.815,738006
6.926,738007
6.819,738008
7.076,738009
7.268,738010
7.268,738011
7.326,738012
7.255,738013
6.921,738014
6.453,738015
6.522,738016
6.836,738017
6.836,738018
6.896,738019
7.523,738020
7.999,738021
8.209,738022
7.773,738023
6.609,738024
6.609,738025
6.842,738026
7.675,738027
8.086,738028
8.961,738029
8.83,738030
9.627,738031
9.627,738032
9.627,738033
9.713,738034
10.692,738035
10.543,738036
10.98,738037
11.432,738038
11.432,738039
11.55,738040
11.273,738041
10.746,738042
10.805,738043
10.587,738044
10.216,738045
10.216,738046
10.368,738047
10.512,738048
10.597,738049
11.145,738050
11.193,738051
10.877,738052
10.877,738053
10.956,738054
11.505,738055
11.306,738056
11.704,738057
11.666,738058
11.318,738059
11.318,738060
11.398,738061
12.151,738062
12.558,738063
11.774,738064
11.98,738065
11.583,738066
11.583,738067
11.79,738068
12.886,738069
12.803,738070
13.227,738071
13.58,738072
13.599,738073
13.599,738074
13.779,738075
13.604,738076
13.477,738077
13.648,738078
13.981,738079
14.413,738080
14.413,738081
14.439,738082
14.82,738083
14.799,738084
14.732,738085
15.167,738086
15.368,738087
15.368,738088
15.557,738089
15.088,738090
14.602,738091
14.504,738092
13.912,738093
13.566,738094
13.566,738095
13.695,738096
13.175,738097
13.571,738098
13.686,738099
14.321,738100
13.664,738101
13.664,738102
13.83,738103
13.726,738104
13.862,738105
14.116,738106
13.976,738107
13.879,738108
13.879,738109
14.007,738110
14.358,738111
13.818,738112
13.525,738113
13.076,738114
12.602,738115
12.602,738116
12.63,738117
13.45,738118
13.642,738119
14.204,738120
14.108,738121
14.59,738122
14.59,738123
14.613,738124
15.008,738125
15.23,738126
14.794,738127
14.392,738128
14.534,738129
14.534,738130
14.582,738131
14.226,738132
14.399,738133
14.698,738134
15.318,738135
15.541,738136
15.541,738137
15.51,738138
16.754,738139
16.929,738140
16.817,738141
16.003,738142
15.624,738143
15.624,738144
15.676,738145
16.394,738146
17.519,738147
17.234,738148
17.306,738149
17.306,738150
17.306,738151
17.306,738152
17.338,738153
18.9,738154
19.265,738155
19.199,738156
19.199,738157
19.199,738158
19.334,738159
19.917,738160
18.428,738161
17.931,738162
19.02,738163
20.419,738164
20.419,738165
20.436,738166
21.832,738167
25.345,738168
22.224,738169
20.856,738170
20.299,738171
20.299,738172
20.304,738173
19.4,738174
20.123,738175
20.784,738176
20.075,738177
21.06,738178
21.06,738179
21.165,738180
20.908,738181
19.64,738182
19.257,738183
20.624,738184
20.744,738185
20.744,738186
20.759,738187
18.416,738188
18.356,738189
17.612,738190
18.259,738191
18.922,738192
18.922,738193
19.041,738194
20.918,738195
19.788,738196
19.643,738197
18.006,738198
17.668,738199
17.668,738200
17.65,738201
16.826,738202
16.508,738203
16.821,738204
16.831,738205
16.702,738206
16.702,738207
16.704,738208
15.856,738209
16.01,738210
16.048,738211
16.102,738212
15.85,738213
15.85,738214
15.871,738215
16.312,738216
16.267,738217
15.944,738218
16.149,738219
16.542,738220
16.542,738221
16.544,738222
16.761,738223
17.049,738224
17.68,738225
17.916,738226
18.239,738227
18.239,738228
18.314,738229
18.592,738230
17.789,738231
17.935,738232
18.47,738233
17.637,738234
17.637,738235
17.715,738236
18.056,738237
18.227,738238
18.675,738239
18.576,738240
18.641,738241
18.641,738242
18.681,738243
18.332,738244
18.538,738245
19.052,738246
19.186,738247
19.186,738248
19.186,738249
19.186,738250
19.27,738251
20.023,738252
20.098,738253
19.742,738254
19.35,738255
19.35,738256
19.487,738257
20.117,738258
20.428,738259
20.345,738260
20.566,738261
21.021,738262
21.021,738263
21.09,738264
21.438,738265
21.227,738266
21.296,738267
21.714,738268
20.496,738269
20.496,738270
20.57,738271
20.573,738272
21.073,738273
21.896,738274
22.278,738275
23.237,738276
23.237,738277
23.237,738278
23.206,738279
24.009,738280
24.254,738281
25.223,738282
24.091,738283
24.091,738284
24.126,738285
25.179,738286
25.426,738287
26.436,738288
25.799,738289
26.964,738290
26.964,738291
26.997,738292
26.574,738293
25.777,738294
23.785,738295
24.29,738296
25.183,738297
25.183,738298
25.108,738299
24.685,738300
25.749,738301
26.733,738302
25.741,738303
24.911,738304
24.911,738305
24.911,738306
25.199,738307
26.16,738308
25.675,738309
25.869,738310
25.61,738311
25.61,738312
25.612,738313
26.445,738314
27.945,738315
28.399,738316
28.381,738317
28.103,738318
28.103,738319
28.107,738320
29.237,738321
28.451,738322
28.431,738323
28.369,738324
28.984,738325
28.984,738326
29.107,738327
30.113,738328
30.603,738329
31.432,738330
31.98,738331
32.097,738332
32.097,738333
32.186,738334
32.207,738335
33.518,738336
34.829,738337
36.769,738338
36.301,738339
36.301,738340
36.433,738341
37.908,738342
35.897,738343
34.644,738344
32.96,738345
36.026,738346
36.026,738347
36.085,738348
35.547,738349
35.355,738350
34.814,738351
34.204,738352
34.944,738353
34.944,738354
35.009,738355
36.294,738356
35.13,738357
36.006,738358
36.158,738359
35.584,738360
35.584,738361
35.597,738362
36.806,738363
37.606,738364
39.091,738365
40.62,738366
39.843,738367
39.843,738368
40.109,738369
42.226,738370
41.728,738371
41.745,738372
41.77,738373
43.193,738374
43.193,738375
43.298,738376
42.69,738377
44.394,738378
45.066,738379
45.895,738380
44.578,738381
44.578,738382
44.719,738383
47.132,738384
47.186,738385
46.826,738386
42.052,738387
41.443,738388
41.443,738389
41.377,738390
42.243,738391
44.234,738392
45.238,738393
45.09,738394
46.93,738395
46.93,738396
46.93,738397
47.028,738398
49.203,738399
51.891,738400
51.223,738401
51.961,738402
51.961,738403
51.787,738404
52.67,738405
53.075,738406
54.522,738407
55.84,738408
57.012,738409
57.012,738410
57.264,738411
60.897,738412
65.701,738413
72.1,738414
65.384,738415
63.729,738416
63.729,738417
63.681,738418
71.764,738419
72.791,738420
70.773,738421
68.574,738422
68.117,738423
68.117,738424
68.273,738425
74.635,738426
81.997,738427
81.081,738428
90.359,738429
91.707,738430
91.707,738431
93.025,738432
91.632,738433
108.936,738434
117.226,738435
95.562,738436
85.282,738437
85.282,738438
85.761,738439
85.616,738440
85.458,738441
90.289,738442
98.474,738443
94.664,738444
94.664,738445
94.989,738446
95.016,738447
87.65,738448
89.553,738449
88.084,738450
87.35,738451
87.35,738452
87.642,738453
90.075,738454
88.482,738455
85.656,738456
78.49,738457
68.358,738458
68.358,738459
66.293,738460
68.699,738461
66.532,738462
74.028,738463
75.863,738464
72.788,738465
72.788,738466
72.87,738467
76.599,738468
75.856,738469
66.707,738470
71.391,738471
74.693,738472
74.693,738473
74.695,738474
78.63,738475
88.121,738476
98.072,738477
92.463,738478
87.509,738479
87.509,738480
88.263,738481
83.201,738482
89.957,738483
92.147,738484
93.047,738485
90.383,738486
90.383,738487
90.065,738488
93.545,738489
96.692,738490
94.384,738491
92.059,738492
91.73,738493
91.73,738494
92.034,738495
89.452,738496
95.605,738497
101.571,738498
99.976,738499
103.378,738500
103.378,738501
103.754,738502
116.372,738503
120.363,738504
126.918,738505
133.65,738506
135.695,738507
135.695,738508
135.572,738509
144.748,738510
174.698,738511
174.867,738512
137.536,738513
108.656,738514
108.656,738515
108.656,738516
108.656,738517
106.072,738518
97.379,738519
85.913,738520
71.695,738521
71.695,738522
71.695,738523
67.778,738524
90.065,738525
92.557,738526
94.456,738527
93.113,738528
93.113,738529
91.561,738530
88.415,738531
81.867,738532
78.363,738533
74.137,738534
89.697,738535
89.697,738536
89.923,738537
80.874,738538
77.219,738539
73.688,738540
73.674,738541
78.467,738542
78.467,738543
78.724,738544
87.914,738545
92.173,738546
91.234,738547
92.008,738548
92.055,738549
92.055,738550
86.375,738551
86.375,738552
76.08,738553
77.286,738554
77.813,738555
81.763,738556
81.81,738557
81.81,738558
78.112,738559
79.219,738560
75.438,738561
73.347,738562
74.653,738563
74.839,738564
74.839,738565
81.07,738566
72.374,738567
68.553,738568
73.544,738569
71.987,738570
72.065,738571
72.065,738572
72.749,738573
78.605,738574
85.41,738575
123.847,738576
98.171,738577
96.322,738578
96.322,738579
103.476,738580
114.102,738581
165.702,738582
165.776,738583
190.084,738584
191.449,738585
191.449,738586
249.544,738587
211.293,738588
171.128,738589
139.758,738590
123.059,738591
124.22,738592
124.22,738593
116.501,738594
118.148,738595
107.747,738596
106.237,738597
102.542,738598
103.468,738599
103.468,738600
97.112,738601
96.438,738602
106.453,738603
119.201,738604
104.724,738605
103.158,738606
103.158,738607
102.197,738608
110.757,738609
119.76,738610
117.949,738611
119.789,738612
117.887,738613
117.887,738614
110.332,738615
108.384,738616
108.487,738617
104.869,738618
106.953,738619
106.526,738620
106.526,738621
102.247,738622
103.278,738623
104.147,738624
99.375,738625
99.375,738626
99.375,738627
99.375,738628
99.773,738629
92.581,738630
96.261,738631
95.969,738632
96.976,738633
97.935,738634
97.935,738635
97.172,738636
92.413,738637
108.706,738638
102.859,738639
99.773,738640
99.773,738641
99.773,738642
98.005,738643
98.152,738644
102.726,738645
101.904,738646
95.912,738647
95.912,738648
95.96,738649
88.546,738650
83.604,738651
85.475,738652
96.121,738653
90.703,738654
90.703,738655
91.743,738656
91.809,738657
92.304,738658
94.59,738659
90.002,738660
85.775,738661
85.775,738662
87.493,738663
79.197,738664
80.266,738665
80.089,738666
80.966,738667
80.506,738668
80.506,738669
81.791,738670
86.857,738671
90.399,738672
80.951,738673
80.951,738674
80.951,738675
80.951,738676
81.883,738677
79.255,738678
77.708,738679
77.179,738680
83.857,738681
80.958,738682
80.958,738683
82.08,738684
81.59,738685
93.396,738686
100.827,738687
133.43,738688
118.722,738689
118.722,738690
121.551,738691
121.019,738692
122.816,738693
126.898,738694
130.18,738695
125.686,738696
125.686,738697
128.14,738698
130.522,738699
128.776,738700
139.58,738701
146.584,738702
145.334,738703
145.334,738704
145.239,738705
160.231,738706
170.37,738707
167.113,738708
181.63,738709
176.364,738710
176.364,738711
178.027,738712
171.385,738713
172.887,738714
181.297,738715
177.391,738716
159.966,738717
159.966,738718
162.974,738719
158.058,738720
156.853,738721
154.949,738722
151.157,738723
160.13,738724
160.13,738725
160.85,738726
174.256,738727
196.203,738728
209.676,738729
203.344,738730
193.592,738731
193.592,738732
193.033,738733
198.813,738734
205.101,738735
202.174,738736
195.107,738737
194.663,738738
194.663,738739
194.837,738740
193.202,738741
188.891,738742
201.784,738743
211.137,738744
203.677,738745
203.677,738746
204.11,738747
213.008,738748
230.863,738749
230.462,738750
233.843,738751
242.265,738752
242.265,738753
243.737,738754
284.063,738755
268.289,738756
285.051,738757
312.695,738758
315.439,738759
315.439,738760
315.439,738761
319.012,738762
259.415,738763
241.687,738764
229.925,738765
188.623,738766
188.623,738767
191.477,738768
241.997,738769
203.562,738770
215.747,738771
199.151,738772
192.316,738773
192.316,738774
192.761,738775
186.525,738776
189.111,738777
208.488,738778
212.884,738779
164.116,738780
164.116,738781
174.548,738782
165.888,738783
168.952,738784
187.065,738785
174.765,738786
163.954,738787
163.954,738788
165.06,738789
165.003,738790
190.588,738791
198.115,738792
184.503,738793
164.201,738794
164.201,738795
163.503,738796
140.5,738797
110.571,738798
84.644,738799
116.418,738800
110.335,738801
110.335,738802
119.489,738803
102.824,738804
101.478,738805
103.428,738806
94.767,738807
71.597,738808
71.597,738809
71.766,738810
61.197,738811
62.969,738812
66.298,738813
63.86,738814
47.881,738815
47.881,738816
48.372,738817
28.721,738818
36.674,738819
47.918,738820
33.215,738821
27.967,738822
27.967,738823
30.94,738824
36.757,738825
28.294,738826
41.513,738827
75.953,738828
56.322,738829
56.322,738830
60.903,738831
55.607,738832
79.155,738833
93.25,738834
87.099,738835
65.998,738836
65.998,738837
72.555,738838
101.538,738839
116.846,738840
108.84,738841
101.776,738842
108.779,738843
108.779,738844
109.744,738845
117.17,738846
114.973,738847
