-4.4859e-07,-0.033424,0.061752,5.1155e-05,0,0,0,0,-1,1,0
-2.5793e-07,-0.029139,0.063963,7.5997e-05,0,0,0,0,0,-1,1
-1.4655e-07,-0.025085,0.064904,0.00011172,1,0,0,0,0,0,-1
-8.2289e-08,-0.021329,0.064386,0.00016249,-1,1,0,0,0,0,0
-4.5662e-08,-0.017916,0.06227,0.00023385,0,-1,1,0,0,0,0
-2.504e-08,-0.014871,0.058479,0.00033296,0,0,-1,1,0,0,0
-1.357e-08,-0.012198,0.053007,0.00046904,0,0,0,-1,1,0,0
-7.2681e-09,-0.0098895,0.045929,0.00065368,0,0,0,0,-1,1,0
-3.8471e-09,-0.007926,0.037399,0.00090122,0,0,0,0,0,-1,1
-2.0125e-09,-0.0062803,0.027649,0.0012291,1,0,0,0,0,0,-1
-1.0405e-09,-0.0049203,0.016974,0.0016582,-1,1,0,0,0,0,0
-5.3164e-10,-0.0038118,0.0057234,0.0022127,0,-1,1,0,0,0,0
-2.6848e-10,-0.0029203,-0.0057234,0.0029203,0,0,-1,1,0,0,0
-1.34e-10,-0.0022127,-0.016974,0.0038118,0,0,0,-1,1,0,0
-6.6102e-11,-0.0016582,-0.027649,0.0049203,0,0,0,0,-1,1,0
-3.2228e-11,-0.0012291,-0.037399,0.0062803,0,0,0,0,0,-1,1
-1.5529e-11,-0.00090122,-0.045929,0.007926,1,0,0,0,0,0,-1
-7.3961e-12,-0.00065368,-0.053007,0.0098895,-1,1,0,0,0,0,0
-3.4816e-12,-0.00046904,-0.058479,0.012198,0,-1,1,0,0,0,0
-1.6198e-12,-0.00033296,-0.06227,0.014871,0,0,-1,1,0,0,0
-7.4488e-13,-0.00023385,-0.064386,0.017916,0,0,0,-1,1,0,0
-3.3856e-13,-0.00016249,-0.064904,0.021329,0,0,0,0,-1,1,0
-1.5209e-13,-0.00011172,-0.063963,0.025085,0,0,0,0,0,-1,1
-6.7534e-14,-7.5997e-05,-0.061752,0.029139,1,0,0,0,0,0,-1
-2.964e-14,-5.1155e-05,-0.058491,0.033424,-1,1,0,0,0,0,0
-1.2858e-14,-3.4072e-05,-0.054421,0.037847,0,-1,1,0,0,0,0
-5.5131e-15,-2.2456e-05,-0.049782,0.042291,0,0,-1,1,0,0,0
-2.3365e-15,-1.4646e-05,-0.044805,0.046615,0,0,0,-1,1,0,0
-9.7878e-16,-9.4526e-06,-0.039699,0.050659,0,0,0,0,-1,1,0
-4.0527e-16,-6.0373e-06,-0.034647,0.054246,0,0,0,0,0,-1,1
-1.6587e-16,-3.8159e-06,-0.029795,0.057195,1,0,0,0,0,0,-1
-6.71e-17,-2.3869e-06,-0.025256,0.059322,-1,1,0,0,0,0,0
-2.6831e-17,-1.4776e-06,-0.021109,0.060456,0,-1,1,0,0,0,0
-1.0605e-17,-9.0524e-07,-0.017401,0.060446,0,0,-1,1,0,0,0
-4.1432e-18,-5.4887e-07,-0.014149,0.059172,0,0,0,-1,1,0,0
-1.6e-18,-3.2937e-07,-0.011352,0.056556,0,0,0,0,-1,1,0
-6.1073e-19,-1.9561e-07,-0.0089871,0.052566,0,0,0,0,0,-1,1
-2.3044e-19,-1.1498e-07,-0.0070222,0.047227,1,0,0,0,0,0,-1
-8.5943e-20,-6.6894e-08,-0.005416,0.040619,-1,1,0,0,0,0,0
-3.1683e-20,-3.8518e-08,-0.0041237,0.032881,0,-1,1,0,0,0,0
-1.1546e-20,-2.1952e-08,-0.0030998,0.024201,0,0,-1,1,0,0,0
-4.1588e-21,-1.2382e-08,-0.0023008,0.014814,0,0,0,-1,1,0,0
-1.4808e-21,-6.9133e-09,-0.0016863,0.0049875,0,0,0,0,-1,1,0
-5.2116e-22,-3.8204e-09,-0.0012205,-0.0049875,0,0,0,0,0,-1,1
-1.8131e-22,-2.0896e-09,-0.00087241,-0.014814,1,0,0,0,0,0,-1
-6.2351e-23,-1.1313e-09,-0.00061591,-0.024201,-1,1,0,0,0,0,0
-2.1195e-23,-6.0625e-10,-0.00042948,-0.032881,0,-1,1,0,0,0,0
-7.1219e-24,-3.2157e-10,-0.00029582,-0.040619,0,0,-1,1,0,0,0
-2.3655e-24,-1.6883e-10,-0.00020127,-0.047227,0,0,0,-1,1,0,0
-7.7667e-25,-8.7741e-11,-0.00013528,-0.052566,0,0,0,0,-1,1,0
-2.5207e-25,-4.5135e-11,-8.9825e-05,-0.056556,0,0,0,0,0,-1,1
-8.0868e-26,-2.2982e-11,-5.8923e-05,-0.059172,1,0,0,0,0,0,-1
-2.5645e-26,-1.1584e-11,-3.8187e-05,-0.060446,-1,1,0,0,0,0,0
-8.0393e-27,-5.7792e-12,-2.4451e-05,-0.060456,0,-1,1,0,0,0,0
-2.4912e-27,-2.8541e-12,-1.5468e-05,-0.059322,0,0,-1,1,0,0,0
-7.6309e-28,-1.3952e-12,-9.6687e-06,-0.057195,0,0,0,-1,1,0,0
-2.3106e-28,-6.7514e-13,-5.9715e-06,-0.054246,0,0,0,0,-1,1,0
-6.9158e-29,-3.234e-13,-3.6442e-06,-0.050659,0,0,0,0,0,-1,1
-2.0462e-29,-1.5334e-13,-2.1975e-06,-0.046615,1,0,0,0,0,0,-1
