0.054421,2.2456e-05,1.2858e-14,7.4754e-25,0,0,0,0,-1,1,0
0.058491,3.4072e-05,2.964e-14,2.1142e-24,0,0,0,0,0,-1,1
0.061752,5.1155e-05,6.7534e-14,5.9191e-24,1,0,0,0,0,0,-1
0.063963,7.5997e-05,1.5209e-13,1.6406e-23,-1,1,0,0,0,0,0
0.064904,0.00011172,3.3856e-13,4.5015e-23,0,-1,1,0,0,0,0
0.064386,0.00016249,7.4488e-13,1.2227e-22,0,0,-1,1,0,0,0
0.06227,0.00023385,1.6198e-12,3.288e-22,0,0,0,-1,1,0,0
0.058479,0.00033296,3.4816e-12,8.7527e-22,0,0,0,0,-1,1,0
0.053007,0.00046904,7.3961e-12,2.3066e-21,0,0,0,0,0,-1,1
0.045929,0.00065368,1.5529e-11,6.0175e-21,1,0,0,0,0,0,-1
0.037399,0.00090122,3.2228e-11,1.5541e-20,-1,1,0,0,0,0,0
0.027649,0.0012291,6.6102e-11,3.9732e-20,0,-1,1,0,0,0,0
0.016974,0.0016582,1.34e-10,1.0056e-19,0,0,-1,1,0,0,0
0.0057234,0.0022127,2.6848e-10,2.5195e-19,0,0,0,-1,1,0,0
-0.0057234,0.0029203,5.3164e-10,6.2491e-19,0,0,0,0,-1,1,0
-0.016974,0.0038118,1.0405e-09,1.5344e-18,0,0,0,0,0,-1,1
-0.027649,0.0049203,2.0125e-09,3.7294e-18,1,0,0,0,0,0,-1
-0.037399,0.0062803,3.8471e-09,8.9736e-18,-1,1,0,0,0,0,0
-0.045929,0.007926,7.2681e-09,2.1375e-17,0,-1,1,0,0,0,0
-0.053007,0.0098895,1.357e-08,5.04e-17,0,0,-1,1,0,0,0
-0.058479,0.012198,2.504e-08,1.1764e-16,0,0,0,-1,1,0,0
-0.06227,0.014871,4.5662e-08,2.7183e-16,0,0,0,0,-1,1,0
-0.064386,0.017916,8.2289e-08,6.2178e-16,0,0,0,0,0,-1,1
-0.064904,0.021329,1.4655e-07,1.4079e-15,1,0,0,0,0,0,-1
-0.063963,0.025085,2.5793e-07,3.1558e-15,-1,1,0,0,0,0,0
-0.061752,0.029139,4.4859e-07,7.0022e-15,0,-1,1,0,0,0,0
-0.058491,0.033424,7.7098e-07,1.538e-14,0,0,-1,1,0,0,0
-0.054421,0.037847,1.3094e-06,3.344e-14,0,0,0,-1,1,0,0
-0.049782,0.042291,2.1975e-06,7.1973e-14,0,0,0,0,-1,1,0
-0.044805,0.046615,3.6442e-06,1.5334e-13,0,0,0,0,0,-1,1
-0.039699,0.050659,5.9715e-06,3.234e-13,1,0,0,0,0,0,-1
-0.034647,0.054246,9.6687e-06,6.7514e-13,-1,1,0,0,0,0,0
-0.029795,0.057195,1.5468e-05,1.3952e-12,0,-1,1,0,0,0,0
-0.025256,0.059322,2.4451e-05,2.8541e-12,0,0,-1,1,0,0,0
-0.021109,0.060456,3.8187e-05,5.7792e-12,0,0,0,-1,1,0,0
-0.017401,0.060446,5.8923e-05,1.1584e-11,0,0,0,0,-1,1,0
-0.014149,0.059172,8.9825e-05,2.2982e-11,0,0,0,0,0,-1,1
-0.011352,0.056556,0.00013528,4.5135e-11,1,0,0,0,0,0,-1
-0.0089871,0.052566,0.00020127,8.7741e-11,-1,1,0,0,0,0,0
-0.0070222,0.047227,0.00029582,1.6883e-10,0,-1,1,0,0,0,0
-0.005416,0.040619,0.00042948,3.2157e-10,0,0,-1,1,0,0,0
-0.0041237,0.032881,0.00061591,6.0625e-10,0,0,0,-1,1,0,0
-0.0030998,0.024201,0.00087241,1.1313e-09,0,0,0,0,-1,1,0
-0.0023008,0.014814,0.0012205,2.0896e-09,0,0,0,0,0,-1,1
-0.0016863,0.0049875,0.0016863,3.8204e-09,1,0,0,0,0,0,-1
-0.0012205,-0.0049875,0.0023008,6.9133e-09,-1,1,0,0,0,0,0
-0.00087241,-0.014814,0.0030998,1.2382e-08,0,-1,1,0,0,0,0
-0.00061591,-0.024201,0.0041237,2.1952e-08,0,0,-1,1,0,0,0
-0.00042948,-0.032881,0.005416,3.8518e-08,0,0,0,-1,1,0,0
-0.00029582,-0.040619,0.0070222,6.6894e-08,0,0,0,0,-1,1,0
-0.00020127,-0.047227,0.0089871,1.1498e-07,0,0,0,0,0,-1,1
-0.00013528,-0.052566,0.011352,1.9561e-07,1,0,0,0,0,0,-1
-8.9825e-05,-0.056556,0.014149,3.2937e-07,-1,1,0,0,0,0,0
-5.8923e-05,-0.059172,0.017401,5.4887e-07,0,-1,1,0,0,0,0
-3.8187e-05,-0.060446,0.021109,9.0524e-07,0,0,-1,1,0,0,0
-2.4451e-05,-0.060456,0.025256,1.4776e-06,0,0,0,-1,1,0,0
-1.5468e-05,-0.059322,0.029795,2.3869e-06,0,0,0,0,-1,1,0
-9.6687e-06,-0.057195,0.034647,3.8159e-06,0,0,0,0,0,-1,1
-5.9715e-06,-0.054246,0.039699,6.0373e-06,1,0,0,0,0,0,-1
-3.6442e-06,-0.050659,0.044805,9.4526e-06,-1,1,0,0,0,0,0
-2.1975e-06,-0.046615,0.049782,1.4646e-05,0,-1,1,0,0,0,0
-1.3094e-06,-0.042291,0.054421,2.2456e-05,0,0,-1,1,0,0,0
-7.7098e-07,-0.037847,0.058491,3.4072e-05,0,0,0,-1,1,0,0
