date,price
735888.0,470.5
735889.0,
735890.0,
735891.0,471.0
735892.0,473.25
735893.0,478.0
735894.0,473.0
735895.0,471.75
735896.0,
735897.0,
735898.0,469.75
735899.0,471.0
735900.0,478.75
735901.0,471.5
735902.0,464.75
735903.0,
735904.0,
735905.0,459.0
735906.0,444.0
735907.0,444.0
735908.0,440.0
735909.0,446.25
735910.0,
735911.0,
735912.0,446.75
735913.0,438.25
735914.0,440.25
735915.0,425.0
735916.0,417.75
735917.0,
735918.0,
735919.0,416.25
735920.0,416.25
735921.0,414.0
735922.0,411.25
735923.0,421.25
735924.0,
735925.0,
735926.0,423.75
735927.0,412.75
735928.0,412.75
735929.0,376.5
735930.0,384.0
735931.0,
735932.0,
735933.0,376.25
735934.0,379.5
735935.0,373.0
735936.0,364.25
735937.0,361.0
735938.0,
735939.0,
735940.0,350.0
735941.0,350.75
735942.0,334.25
735943.0,333.0
735944.0,321.25
735945.0,
735946.0,
735947.0,314.75
735948.0,307.75
735949.0,303.75
735950.0,303.0
735951.0,302.0
735952.0,
735953.0,
735954.0,300.25
735955.0,301.0
735956.0,293.5
735957.0,
735958.0,
735959.0,
735960.0,
735961.0,288.75
735962.0,277.5
735963.0,268.0
735964.0,
735965.0,270.0
735966.0,
735967.0,
735968.0,255.0
735969.0,250.75
735970.0,248.5
735971.0,254.75
735972.0,246.25
735973.0,
735974.0,
735975.0,245.75
735976.0,240.5
735977.0,241.25
735978.0,245.25
735979.0,249.0
735980.0,
735981.0,
735982.0,250.5
735983.0,251.75
735984.0,249.75
735985.0,252.75
735986.0,256.5
735987.0,
735988.0,
735989.0,254.5
735990.0,257.75
735991.0,261.5
735992.0,258.25
735993.0,259.25
735994.0,
735995.0,
735996.0,280.0
735997.0,298.0
735998.0,301.5
735999.0,310.5
736000.0,313.75
736001.0,
736002.0,
736003.0,317.0
736004.0,309.25
736005.0,304.25
736006.0,315.25
736007.0,330.5
736008.0,
736009.0,
736010.0,330.0
736011.0,326.75
736012.0,324.25
736013.0,311.75
736014.0,319.75
736015.0,
736016.0,
736017.0,311.5
736018.0,312.0
736019.0,311.25
736020.0,324.5
736021.0,329.0
736022.0,
736023.0,
736024.0,326.0
736025.0,332.25
736026.0,324.25
736027.0,327.0
736028.0,322.25
736029.0,
736030.0,
736031.0,315.75
736032.0,301.5
736033.0,306.75
736034.0,306.5
736035.0,295.75
736036.0,
736037.0,
736038.0,284.25
736039.0,284.25
736040.0,292.75
736041.0,296.75
736042.0,297.75
736043.0,
736044.0,
736045.0,298.5
736046.0,298.75
736047.0,301.0
736048.0,317.75
736049.0,312.75
736050.0,
736051.0,
736052.0,299.0
736053.0,298.75
736054.0,304.5
736055.0,294.75
736056.0,
736057.0,
736058.0,
736059.0,
736060.0,311.75
736061.0,304.0
736062.0,304.0
736063.0,308.75
736064.0,
736065.0,
736066.0,312.0
736067.0,317.0
736068.0,325.0
736069.0,331.5
736070.0,337.0
736071.0,
736072.0,
736073.0,334.25
736074.0,330.25
736075.0,332.0
736076.0,345.75
736077.0,344.75
736078.0,
736079.0,
736080.0,344.75
736081.0,344.25
736082.0,350.25
736083.0,353.5
736084.0,343.0
736085.0,
736086.0,
736087.0,
736088.0,363.25
736089.0,364.75
736090.0,353.75
736091.0,352.5
736092.0,
736093.0,
736094.0,348.0
736095.0,357.5
736096.0,361.0
736097.0,354.25
736098.0,347.5
736099.0,
736100.0,
736101.0,346.75
736102.0,336.0
736103.0,335.25
736104.0,347.0
736105.0,342.5
736106.0,
736107.0,
736108.0,
736109.0,334.75
736110.0,330.75
736111.0,326.75
736112.0,343.75
736113.0,
736114.0,
736115.0,339.25
736116.0,346.75
736117.0,337.5
736118.0,326.0
736119.0,323.75
736120.0,
736121.0,
736122.0,327.75
736123.0,337.25
736124.0,341.75
736125.0,338.5
736126.0,336.5
736127.0,
736128.0,
736129.0,332.0
736130.0,332.5
736131.0,333.75
736132.0,335.75
736133.0,326.25
736134.0,
736135.0,
736136.0,324.25
736137.0,332.25
736138.0,330.0
736139.0,324.25
736140.0,327.75
736141.0,
736142.0,
736143.0,322.25
736144.0,327.5
736145.0,325.5
736146.0,326.0
736147.0,310.5
736148.0,
736149.0,
736150.0,298.0
736151.0,283.75
736152.0,289.0
736153.0,299.25
736154.0,297.75
736155.0,
736156.0,
736157.0,301.0
736158.0,298.0
736159.0,297.0
736160.0,294.75
736161.0,289.25
736162.0,
736163.0,
736164.0,289.75
736165.0,290.0
736166.0,288.25
736167.0,285.0
736168.0,277.25
736169.0,
736170.0,
736171.0,273.25
736172.0,274.5
736173.0,276.5
736174.0,274.25
736175.0,269.25
736176.0,
736177.0,
736178.0,255.0
736179.0,254.75
736180.0,254.25
736181.0,248.75
736182.0,248.25
736183.0,
736184.0,
736185.0,251.5
736186.0,245.75
736187.0,244.75
736188.0,241.0
736189.0,239.5
736190.0,
736191.0,
736192.0,238.5
736193.0,231.0
736194.0,226.75
736195.0,224.25
736196.0,213.75
736197.0,
736198.0,
736199.0,194.5
736200.0,198.25
736201.0,192.0
736202.0,209.0
736203.0,235.75
736204.0,
736205.0,
736206.0,
736207.0,244.25
736208.0,232.0
736209.0,249.25
736210.0,237.75
736211.0,
736212.0,
736213.0,225.0
736214.0,226.5
736215.0,224.25
736216.0,220.5
736217.0,218.75
736218.0,
736219.0,
736220.0,211.0
736221.0,210.0
736222.0,224.75
736223.0,218.5
736224.0,211.25
736225.0,
736226.0,
736227.0,213.25
736228.0,210.75
736229.0,218.25
736230.0,210.25
736231.0,214.25
736232.0,
736233.0,
736234.0,208.25
736235.0,213.75
736236.0,214.25
736237.0,216.75
736238.0,215.75
736239.0,
736240.0,
736241.0,232.75
736242.0,241.25
736243.0,241.5
736244.0,242.75
736245.0,242.5
736246.0,
736247.0,
736248.0,239.5
736249.0,233.0
736250.0,231.0
736251.0,226.75
736252.0,234.0
736253.0,
736254.0,
736255.0,222.25
736256.0,231.75
736257.0,225.75
736258.0,228.25
736259.0,227.75
736260.0,
736261.0,
736262.0,226.75
736263.0,228.0
736264.0,238.75
736265.0,236.25
736266.0,234.0
736267.0,
736268.0,
736269.0,230.0
736270.0,232.5
736271.0,229.0
736272.0,228.5
736273.0,221.0
736274.0,
736275.0,
736276.0,221.25
736277.0,221.0
736278.0,213.0
736279.0,205.5
736280.0,202.0
736281.0,
736282.0,
736283.0,195.75
736284.0,200.0
736285.0,197.0
736286.0,199.25
736287.0,199.0
736288.0,
736289.0,
736290.0,204.75
736291.0,208.5
736292.0,204.0
736293.0,201.75
736294.0,198.25
736295.0,
736296.0,
736297.0,201.0
736298.0,198.25
736299.0,189.5
736300.0,188.0
736301.0,185.75
736302.0,
736303.0,
736304.0,173.0
736305.0,170.75
736306.0,170.75
736307.0,169.5
736308.0,163.0
736309.0,
736310.0,
736311.0,161.25
736312.0,164.75
736313.0,158.5
736314.0,155.75
736315.0,156.0
736316.0,
736317.0,
736318.0,146.25
736319.0,146.75
736320.0,151.0
736321.0,155.5
736322.0,
736323.0,
736324.0,
736325.0,
736326.0,156.5
736327.0,152.0
736328.0,149.0
736329.0,
736330.0,
736331.0,
736332.0,155.0
736333.0,154.25
736334.0,146.25
736335.0,147.25
736336.0,132.75
736337.0,
736338.0,
736339.0,126.25
736340.0,119.0
736341.0,118.25
736342.0,119.0
736343.0,112.5
736344.0,
736345.0,
736346.0,108.5
736347.0,111.25
736348.0,106.5
736349.0,117.5
736350.0,134.75
736351.0,
736352.0,
736353.0,132.75
736354.0,133.5
736355.0,139.25
736356.0,150.25
736357.0,152.25
736358.0,
736359.0,
736360.0,148.75
736361.0,140.25
736362.0,147.5
736363.0,149.25
736364.0,147.5
736365.0,
736366.0,
736367.0,144.25
736368.0,136.5
736369.0,134.5
736370.0,130.5
736371.0,144.0
736372.0,
736373.0,
736374.0,145.0
736375.0,136.0
736376.0,146.5
736377.0,144.5
736378.0,137.5
736379.0,
736380.0,
736381.0,147.0
736382.0,136.25
736383.0,134.5
736384.0,138.0
736385.0,145.75
736386.0,
736387.0,
736388.0,145.5
736389.0,145.75
736390.0,146.0
736391.0,144.75
736392.0,153.0
736393.0,
736394.0,
736395.0,160.5
736396.0,166.5
736397.0,172.25
736398.0,167.0
736399.0,167.5
736400.0,
736401.0,
736402.0,163.25
736403.0,157.0
736404.0,164.75
736405.0,166.0
736406.0,166.75
736407.0,
736408.0,
736409.0,170.5
736410.0,171.0
736411.0,167.5
736412.0,162.75
736413.0,
736414.0,
736415.0,
736416.0,
736417.0,159.5
736418.0,165.5
736419.0,166.25
736420.0,156.75
736421.0,
736422.0,
736423.0,152.75
736424.0,150.5
736425.0,160.5
736426.0,157.75
736427.0,175.0
736428.0,
736429.0,
736430.0,182.5
736431.0,183.25
736432.0,181.5
736433.0,180.0
736434.0,171.5
736435.0,
736436.0,
736437.0,171.75
736438.0,184.25
736439.0,186.75
736440.0,190.75
736441.0,191.5
736442.0,
736443.0,
736444.0,190.0
736445.0,192.75
736446.0,195.0
736447.0,203.25
736448.0,204.5
736449.0,
736450.0,
736451.0,
736452.0,195.75
736453.0,194.5
736454.0,201.5
736455.0,204.0
736456.0,
736457.0,
736458.0,192.5
736459.0,201.5
736460.0,213.75
736461.0,213.0
736462.0,216.25
736463.0,
736464.0,
736465.0,223.5
736466.0,222.75
736467.0,224.75
736468.0,216.0
736469.0,224.0
736470.0,
736471.0,
736472.0,223.0
736473.0,227.25
736474.0,226.75
736475.0,229.0
736476.0,227.0
736477.0,
736478.0,
736479.0,
736480.0,230.75
736481.0,228.75
736482.0,231.0
736483.0,228.25
736484.0,
736485.0,
736486.0,245.75
736487.0,253.25
736488.0,256.5
736489.0,259.5
736490.0,246.0
736491.0,
736492.0,
736493.0,246.0
736494.0,242.0
736495.0,244.0
736496.0,236.0
736497.0,241.75
736498.0,
736499.0,
736500.0,252.25
736501.0,250.25
736502.0,255.25
736503.0,256.25
736504.0,250.0
736505.0,
736506.0,
736507.0,239.5
736508.0,248.5
736509.0,265.25
736510.0,258.75
736511.0,259.0
736512.0,
736513.0,
736514.0,263.0
736515.0,254.0
736516.0,256.0
736517.0,259.75
736518.0,251.75
736519.0,
736520.0,
736521.0,247.5
736522.0,252.25
736523.0,243.5
736524.0,243.75
736525.0,241.5
736526.0,
736527.0,
736528.0,240.5
736529.0,241.25
736530.0,242.75
736531.0,238.5
736532.0,234.75
736533.0,
736534.0,
736535.0,231.75
736536.0,230.5
736537.0,229.75
736538.0,224.5
736539.0,223.75
736540.0,
736541.0,
736542.0,218.5
736543.0,210.5
736544.0,213.0
736545.0,218.75
736546.0,219.25
736547.0,
736548.0,
736549.0,231.5
736550.0,229.0
736551.0,223.0
736552.0,233.5
736553.0,237.0
736554.0,
736555.0,
736556.0,245.5
736557.0,252.0
736558.0,253.75
736559.0,261.5
736560.0,263.0
736561.0,
736562.0,
736563.0,256.75
736564.0,259.75
736565.0,259.75
736566.0,262.5
736567.0,267.5
736568.0,
736569.0,
736570.0,
736571.0,262.5
736572.0,254.75
736573.0,245.0
736574.0,250.5
736575.0,
736576.0,
736577.0,256.75
736578.0,254.0
736579.0,258.75
736580.0,271.25
736581.0,264.75
736582.0,
736583.0,
736584.0,260.25
736585.0,251.75
736586.0,247.75
736587.0,250.25
736588.0,247.75
736589.0,
736590.0,
736591.0,252.25
736592.0,250.75
736593.0,254.0
736594.0,259.25
736595.0,258.0
736596.0,
736597.0,
736598.0,260.0
736599.0,246.75
736600.0,249.25
736601.0,262.25
736602.0,263.25
736603.0,
736604.0,
736605.0,272.5
736606.0,278.75
736607.0,282.5
736608.0,292.5
736609.0,294.5
736610.0,
736611.0,
736612.0,298.5
736613.0,291.5
736614.0,287.25
736615.0,285.0
736616.0,284.75
736617.0,
736618.0,
736619.0,284.0
736620.0,287.0
736621.0,297.25
736622.0,290.5
736623.0,290.5
736624.0,
736625.0,
736626.0,289.0
736627.0,289.25
736628.0,285.75
736629.0,285.25
736630.0,281.75
736631.0,
736632.0,
736633.0,265.5
736634.0,257.5
736635.0,250.0
736636.0,251.0
736637.0,250.0
736638.0,
736639.0,
736640.0,253.25
736641.0,252.25
736642.0,248.5
736643.0,248.75
736644.0,239.25
736645.0,
736646.0,
736647.0,234.5
736648.0,247.25
736649.0,257.0
736650.0,257.5
736651.0,254.75
736652.0,
736653.0,
736654.0,270.25
736655.0,271.0
736656.0,271.75
736657.0,271.5
736658.0,267.25
736659.0,
736660.0,
736661.0,274.25
736662.0,264.25
736663.0,281.0
736664.0,292.25
736665.0,292.25
736666.0,
736667.0,
736668.0,298.5
736669.0,299.75
736670.0,296.25
736671.0,295.25
736672.0,294.75
736673.0,
736674.0,
736675.0,307.5
736676.0,305.0
736677.0,307.25
736678.0,302.75
736679.0,313.75
736680.0,
736681.0,
736682.0,313.25
736683.0,314.25
736684.0,312.25
736685.0,313.75
736686.0,308.75
736687.0,
736688.0,
736689.0,
736690.0,
736691.0,321.5
736692.0,321.25
736693.0,321.0
736694.0,
736695.0,
736696.0,
736697.0,329.0
736698.0,335.0
736699.0,342.25
736700.0,350.0
736701.0,
736702.0,
736703.0,349.25
736704.0,332.5
736705.0,332.25
736706.0,335.0
736707.0,337.25
736708.0,
736709.0,
736710.0,335.0
736711.0,337.25
736712.0,328.25
736713.0,321.25
736714.0,331.0
736715.0,
736716.0,
736717.0,324.25
736718.0,320.25
736719.0,321.25
736720.0,327.75
736721.0,322.0
736722.0,
736723.0,
736724.0,319.5
736725.0,319.25
736726.0,320.25
736727.0,324.25
736728.0,333.25
736729.0,
736730.0,
736731.0,328.5
736732.0,320.25
736733.0,322.25
736734.0,320.75
736735.0,329.25
736736.0,
736737.0,
736738.0,320.5
736739.0,320.0
736740.0,317.75
736741.0,312.5
736742.0,309.25
736743.0,
736744.0,
736745.0,313.25
736746.0,317.0
736747.0,310.75
736748.0,316.25
736749.0,315.5
736750.0,
736751.0,
736752.0,317.5
736753.0,313.0
736754.0,314.0
736755.0,308.5
736756.0,310.5
736757.0,
736758.0,
736759.0,315.25
736760.0,317.75
736761.0,312.0
736762.0,293.25
736763.0,291.0
736764.0,
736765.0,
736766.0,286.0
736767.0,279.0
736768.0,286.5
736769.0,286.75
736770.0,287.5
736771.0,
736772.0,
736773.0,286.0
736774.0,281.5
736775.0,277.75
736776.0,278.25
736777.0,278.5
736778.0,
736779.0,
736780.0,281.5
736781.0,286.75
736782.0,291.75
736783.0,298.0
736784.0,299.25
736785.0,
736786.0,
736787.0,300.75
736788.0,307.0
736789.0,309.75
736790.0,315.25
736791.0,317.0
736792.0,
736793.0,
736794.0,320.5
736795.0,319.0
736796.0,320.0
736797.0,316.75
736798.0,
736799.0,
736800.0,
736801.0,
736802.0,310.0
736803.0,307.25
736804.0,299.75
736805.0,295.0
736806.0,
736807.0,
736808.0,294.25
736809.0,293.0
736810.0,299.75
736811.0,291.25
736812.0,298.0
736813.0,
736814.0,
736815.0,
736816.0,296.0
736817.0,292.75
736818.0,288.75
736819.0,289.0
736820.0,
736821.0,
736822.0,284.5
736823.0,284.5
736824.0,290.75
736825.0,297.75
736826.0,293.75
736827.0,
736828.0,
736829.0,301.5
736830.0,302.0
736831.0,306.5
736832.0,307.75
736833.0,308.5
736834.0,
736835.0,
736836.0,311.25
736837.0,314.0
736838.0,316.5
736839.0,311.75
736840.0,302.25
736841.0,
736842.0,
736843.0,
736844.0,301.0
736845.0,295.75
736846.0,304.5
736847.0,299.75
736848.0,
736849.0,
736850.0,299.25
736851.0,299.75
736852.0,294.25
736853.0,295.75
736854.0,296.0
736855.0,
736856.0,
736857.0,294.5
736858.0,290.5
736859.0,280.0
736860.0,279.75
736861.0,280.25
736862.0,
736863.0,
736864.0,282.25
736865.0,272.75
736866.0,274.75
736867.0,274.0
736868.0,274.25
736869.0,
736870.0,
736871.0,275.25
736872.0,282.0
736873.0,283.75
736874.0,288.5
736875.0,289.75
736876.0,
736877.0,
736878.0,295.75
736879.0,293.5
736880.0,279.75
736881.0,282.5
736882.0,274.25
736883.0,
736884.0,
736885.0,273.75
736886.0,272.0
736887.0,277.25
736888.0,283.25
736889.0,283.75
736890.0,
736891.0,
736892.0,283.0
736893.0,280.75
736894.0,287.25
736895.0,287.0
736896.0,280.75
736897.0,
736898.0,
736899.0,284.75
736900.0,292.75
736901.0,298.25
736902.0,303.25
736903.0,301.75
736904.0,
736905.0,
736906.0,301.25
736907.0,295.0
736908.0,299.0
736909.0,302.0
736910.0,301.5
736911.0,
736912.0,
736913.0,298.25
736914.0,301.25
736915.0,298.75
736916.0,299.5
736917.0,294.25
736918.0,
736919.0,
736920.0,294.25
736921.0,288.25
736922.0,289.5
736923.0,290.0
736924.0,293.0
736925.0,
736926.0,
736927.0,295.75
736928.0,297.5
736929.0,298.25
736930.0,296.25
736931.0,296.75
736932.0,
736933.0,
736934.0,
736935.0,297.75
736936.0,299.75
736937.0,301.25
736938.0,308.5
736939.0,
736940.0,
736941.0,305.5
736942.0,308.75
736943.0,314.0
736944.0,311.0
736945.0,308.0
736946.0,
736947.0,
736948.0,304.75
736949.0,309.25
736950.0,314.25
736951.0,318.0
736952.0,317.25
736953.0,
736954.0,
736955.0,312.75
736956.0,315.5
736957.0,320.25
736958.0,322.0
736959.0,324.0
736960.0,
736961.0,
736962.0,331.5
736963.0,326.5
736964.0,328.25
736965.0,331.25
736966.0,329.5
