date,price
738018.0,
738019.0,311.5
738020.0,315.5
738021.0,311.75
738022.0,306.5
738023.0,296.25
738024.0,
738025.0,
738026.0,307.5
738027.0,314.75
738028.0,307.25
738029.0,298.75
738030.0,300.5
738031.0,
738032.0,
738033.0,
738034.0,299.25
738035.0,289.0
738036.0,271.0
738037.0,270.25
738038.0,
738039.0,
738040.0,266.75
738041.0,249.75
738042.0,258.25
738043.0,260.25
738044.0,264.75
738045.0,
738046.0,
738047.0,266.25
738048.0,266.25
738049.0,272.0
738050.0,286.5
738051.0,288.25
738052.0,
738053.0,
738054.0,273.75
738055.0,278.0
738056.0,282.0
738057.0,278.25
738058.0,283.75
738059.0,
738060.0,
738061.0,289.0
738062.0,284.25
738063.0,298.25
738064.0,287.5
738065.0,285.0
738066.0,
738067.0,
738068.0,299.75
738069.0,312.75
738070.0,300.75
738071.0,311.5
738072.0,314.0
738073.0,
738074.0,
738075.0,302.0
738076.0,304.25
738077.0,310.5
738078.0,308.75
738079.0,312.75
738080.0,
738081.0,
738082.0,309.25
738083.0,306.0
738084.0,297.25
738085.0,305.75
738086.0,308.0
738087.0,
738088.0,
738089.0,293.75
738090.0,304.5
738091.0,289.5
738092.0,278.5
738093.0,279.25
738094.0,
738095.0,
738096.0,283.75
738097.0,293.5
738098.0,305.0
738099.0,301.75
738100.0,297.0
738101.0,
738102.0,
738103.0,319.25
738104.0,326.75
738105.0,331.5
738106.0,323.75
738107.0,313.75
738108.0,
738109.0,
738110.0,321.5
738111.0,318.5
738112.0,327.0
738113.0,323.75
738114.0,325.75
738115.0,
738116.0,
738117.0,335.5
738118.0,353.5
738119.0,351.0
738120.0,342.25
738121.0,346.0
738122.0,
738123.0,
738124.0,338.5
738125.0,335.25
738126.0,343.0
738127.0,346.0
738128.0,349.5
738129.0,
738130.0,
738131.0,351.25
738132.0,349.0
738133.0,346.75
738134.0,360.25
738135.0,356.0
738136.0,
738137.0,
738138.0,353.25
738139.0,362.0
738140.0,361.0
738141.0,369.25
738142.0,375.5
738143.0,
738144.0,
738145.0,360.25
738146.0,362.0
738147.0,371.25
738148.0,367.75
738149.0,
738150.0,
738151.0,
738152.0,
738153.0,371.75
738154.0,372.5
738155.0,368.5
738156.0,
738157.0,
738158.0,
738159.0,370.5
738160.0,383.25
738161.0,389.25
738162.0,392.75
738163.0,398.5
738164.0,
738165.0,
738166.0,400.0
738167.0,410.0
738168.0,409.0
738169.0,407.25
738170.0,403.75
738171.0,
738172.0,
738173.0,404.75
738174.0,414.25
738175.0,416.25
738176.0,414.5
738177.0,407.25
738178.0,
738179.0,
738180.0,409.75
738181.0,412.0
738182.0,415.5
738183.0,411.75
738184.0,412.25
738185.0,
738186.0,
738187.0,416.5
738188.0,427.75
738189.0,436.25
738190.0,439.0
738191.0,450.25
738192.0,
738193.0,
738194.0,456.25
738195.0,458.75
738196.0,462.0
738197.0,461.5
738198.0,460.25
738199.0,
738200.0,
738201.0,473.0
738202.0,466.25
738203.0,468.5
738204.0,473.0
738205.0,466.75
738206.0,
738207.0,
738208.0,471.5
738209.0,478.75
738210.0,488.25
738211.0,489.75
738212.0,478.0
738213.0,
738214.0,
738215.0,472.0
738216.0,465.0
738217.0,468.5
738218.0,485.5
738219.0,496.5
738220.0,
738221.0,
738222.0,495.0
738223.0,485.25
738224.0,478.25
738225.0,494.5
738226.0,497.25
738227.0,
738228.0,
738229.0,489.25
738230.0,483.5
738231.0,477.0
738232.0,461.75
738233.0,458.0
738234.0,
738235.0,
738236.0,460.0
738237.0,446.5
738238.0,457.25
738239.0,436.0
738240.0,455.75
738241.0,
738242.0,
738243.0,451.5
738244.0,454.75
738245.0,454.25
738246.0,447.75
738247.0,
738248.0,
738249.0,
738250.0,
738251.0,453.25
738252.0,444.25
738253.0,450.0
738254.0,448.5
738255.0,
738256.0,
738257.0,452.25
738258.0,454.0
738259.0,470.25
738260.0,471.25
738261.0,471.0
738262.0,
738263.0,
738264.0,470.25
738265.0,461.0
738266.0,461.75
738267.0,461.5
738268.0,461.25
738269.0,
738270.0,
738271.0,455.0
738272.0,457.5
738273.0,468.25
738274.0,469.75
738275.0,462.25
738276.0,
738277.0,
738278.0,
738279.0,476.75
738280.0,479.5
738281.0,473.75
738282.0,475.0
738283.0,
738284.0,
738285.0,473.5
738286.0,479.0
738287.0,484.75
738288.0,469.25
738289.0,471.75
738290.0,
738291.0,
738292.0,473.0
738293.0,473.0
738294.0,449.75
738295.0,454.0
738296.0,453.75
738297.0,
738298.0,
738299.0,460.5
738300.0,465.0
738301.0,470.0
738302.0,473.25
738303.0,476.75
738304.0,
738305.0,
738306.0,
738307.0,483.0
738308.0,489.0
738309.0,488.5
738310.0,492.75
738311.0,
738312.0,
738313.0,488.75
738314.0,491.75
738315.0,491.0
738316.0,492.75
738317.0,493.25
738318.0,
738319.0,
738320.0,500.0
738321.0,502.0
738322.0,512.5
738323.0,499.25
738324.0,501.5
738325.0,
738326.0,
738327.0,503.0
738328.0,506.5
738329.0,512.75
738330.0,512.0
738331.0,516.0
738332.0,
738333.0,
738334.0,512.25
738335.0,509.75
738336.0,508.0
738337.0,518.75
738338.0,521.5
738339.0,
738340.0,
738341.0,523.25
738342.0,510.75
738343.0,497.5
738344.0,503.0
738345.0,519.75
738346.0,
738347.0,
738348.0,517.5
738349.0,523.75
738350.0,525.5
738351.0,513.75
738352.0,510.25
738353.0,
738354.0,
738355.0,474.75
738356.0,474.5
738357.0,494.5
738358.0,498.75
738359.0,504.5
738360.0,
738361.0,
738362.0,504.25
738363.0,505.5
738364.0,508.0
738365.0,516.0
738366.0,519.75
738367.0,
738368.0,
738369.0,506.25
738370.0,501.0
738371.0,494.0
738372.0,497.25
738373.0,493.0
738374.0,
738375.0,
738376.0,477.5
738377.0,492.25
738378.0,488.0
738379.0,491.75
738380.0,488.25
738381.0,
738382.0,
738383.0,479.75
738384.0,480.0
738385.0,478.25
738386.0,454.5
738387.0,458.5
738388.0,
738389.0,
738390.0,479.0
738391.0,487.75
738392.0,493.5
738393.0,491.0
738394.0,497.25
738395.0,
738396.0,
738397.0,
738398.0,503.0
738399.0,496.5
738400.0,510.25
738401.0,507.75
738402.0,
738403.0,
738404.0,505.0
738405.0,501.75
738406.0,506.0
738407.0,506.25
738408.0,505.75
738409.0,
738410.0,
738411.0,512.75
738412.0,512.75
738413.0,526.5
738414.0,518.0
738415.0,519.25
738416.0,
738417.0,
738418.0,518.0
738419.0,512.75
738420.0,524.0
738421.0,531.0
738422.0,533.25
738423.0,
738424.0,
738425.0,541.0
738426.0,538.75
738427.0,538.75
738428.0,539.5
738429.0,534.75
738430.0,
738431.0,
738432.0,550.0
738433.0,562.75
738434.0,553.75
738435.0,557.25
738436.0,566.75
738437.0,
738438.0,
738439.0,575.25
738440.0,571.25
738441.0,574.5
738442.0,579.75
738443.0,586.25
738444.0,
738445.0,
738446.0,583.5
738447.0,592.75
738448.0,601.75
738449.0,592.5
738450.0,593.25
738451.0,
738452.0,
738453.0,598.5
738454.0,596.5
738455.0,577.5
738456.0,573.5
738457.0,577.5
738458.0,
738459.0,
738460.0,577.0
738461.0,574.5
738462.0,562.25
738463.0,561.5
738464.0,567.5
738465.0,
738466.0,
738467.0,573.0
738468.0,573.0
738469.0,570.5
738470.0,562.0
738471.0,556.75
738472.0,
738473.0,
738474.0,551.5
738475.0,557.5
738476.0,551.0
738477.0,551.25
738478.0,535.0
738479.0,
738480.0,
738481.0,544.75
738482.0,558.25
738483.0,567.25
738484.0,563.0
738485.0,505.75
738486.0,
738487.0,
738488.0,518.0
738489.0,498.0
738490.0,522.75
738491.0,509.75
738492.0,507.75
738493.0,
738494.0,
738495.0,510.75
738496.0,531.25
738497.0,534.0
738498.0,532.0
738499.0,526.75
738500.0,
738501.0,
738502.0,527.75
738503.0,520.0
738504.0,516.25
738505.0,533.0
738506.0,522.0
738507.0,
738508.0,
738509.0,496.0
738510.0,519.75
738511.0,534.0
738512.0,546.75
738513.0,550.0
738514.0,
738515.0,
738516.0,
738517.0,
738518.0,566.0
738519.0,572.75
738520.0,555.5
738521.0,
738522.0,
738523.0,
738524.0,561.5
738525.0,568.5
738526.0,574.0
738527.0,573.75
738528.0,
738529.0,
738530.0,574.75
738531.0,592.0
738532.0,605.0
738533.0,617.0
738534.0,632.0
738535.0,
738536.0,
738537.0,638.25
738538.0,634.75
738539.0,645.25
738540.0,648.5
738541.0,639.5
738542.0,
738543.0,
738544.0,624.25
738545.0,634.0
738546.0,650.25
738547.0,648.75
738548.0,657.75
738549.0,
738550.0,
738551.0,658.75
738552.0,668.75
738553.0,673.0
738554.0,676.0
738555.0,693.0
738556.0,
738557.0,
738558.0,682.0
738559.0,661.75
738560.0,678.5
738561.0,688.0
738562.0,692.5
738563.0,
738564.0,
738565.0,699.5
738566.0,677.25
738567.0,695.0
738568.0,678.5
738569.0,680.0
738570.0,
738571.0,
738572.0,690.75
738573.0,698.0
738574.0,696.25
738575.0,727.75
738576.0,692.0
738577.0,
738578.0,
738579.0,719.0
738580.0,758.0
738581.0,775.75
738582.0,820.75
738583.0,861.5
738584.0,
738585.0,
738586.0,927.5
738587.0,990.75
738588.0,927.5
738589.0,878.5
738590.0,860.75
738591.0,
738592.0,
738593.0,813.75
738594.0,762.5
738595.0,749.0
738596.0,782.5
738597.0,778.75
738598.0,
738599.0,
738600.0,831.25
738601.0,825.75
738602.0,861.75
738603.0,865.0
738604.0,877.5
738605.0,
738606.0,
738607.0,840.75
738608.0,816.25
738609.0,846.5
738610.0,823.5
738611.0,824.25
738612.0,
738613.0,
738614.0,837.5
738615.0,826.75
738616.0,799.5
738617.0,768.25
738618.0,762.75
738619.0,
738620.0,
738621.0,762.5
738622.0,798.25
738623.0,805.25
738624.0,809.5
738625.0,
738626.0,
738627.0,
738628.0,
738629.0,805.0
738630.0,799.25
738631.0,791.0
738632.0,775.75
738633.0,
738634.0,
738635.0,738.75
738636.0,771.5
738637.0,782.5
738638.0,792.5
738639.0,811.25
738640.0,
738641.0,
738642.0,
738643.0,776.25
738644.0,777.75
738645.0,782.75
738646.0,790.75
738647.0,
738648.0,
738649.0,752.0
738650.0,729.0
738651.0,746.75
738652.0,769.75
738653.0,798.75
738654.0,
738655.0,
738656.0,813.25
738657.0,830.75
738658.0,786.25
738659.0,780.0
738660.0,790.0
738661.0,
738662.0,
738663.0,793.75
738664.0,793.5
738665.0,800.0
738666.0,825.25
738667.0,847.0
738668.0,
738669.0,
738670.0,857.0
738671.0,875.5
738672.0,891.0
738673.0,
738674.0,
738675.0,
738676.0,
738677.0,915.75
738678.0,922.25
738679.0,940.25
738680.0,934.5
738681.0,914.5
738682.0,
738683.0,
738684.0,899.75
738685.0,918.0
738686.0,876.0
738687.0,867.0
738688.0,850.0
738689.0,
738690.0,
738691.0,853.0
738692.0,864.25
738693.0,842.75
738694.0,838.75
738695.0,845.25
738696.0,
738697.0,
738698.0,862.5
738699.0,879.25
738700.0,911.0
738701.0,880.75
738702.0,862.75
738703.0,
738704.0,
738705.0,874.0
738706.0,815.5
738707.0,787.75
738708.0,797.0
738709.0,801.25
738710.0,
738711.0,
738712.0,796.25
738713.0,759.25
738714.0,755.25
738715.0,732.0
738716.0,754.5
738717.0,
738718.0,
738719.0,785.0
738720.0,793.5
738721.0,779.0
738722.0,757.25
738723.0,753.0
738724.0,
738725.0,
738726.0,744.0
738727.0,761.0
738728.0,741.25
738729.0,742.0
738730.0,767.0
738731.0,
738732.0,
738733.0,719.0
738734.0,718.0
738735.0,707.5
738736.0,692.75
738737.0,696.0
738738.0,
738739.0,
738740.0,703.0
738741.0,717.25
738742.0,734.0
738743.0,750.25
738744.0,733.75
738745.0,
738746.0,
738747.0,707.5
738748.0,701.25
738749.0,700.0
738750.0,718.25
738751.0,717.75
738752.0,
738753.0,
738754.0,698.0
738755.0,724.75
738756.0,731.5
738757.0,731.5
738758.0,718.5
738759.0,
738760.0,
738761.0,
738762.0,721.25
738763.0,692.75
738764.0,631.5
738765.0,648.0
738766.0,
738767.0,
738768.0,666.75
738769.0,648.5
738770.0,619.5
738771.0,611.0
738772.0,633.5
738773.0,
738774.0,
738775.0,655.5
738776.0,646.0
738777.0,654.25
738778.0,622.0
738779.0,626.0
738780.0,
738781.0,
738782.0,
738783.0,605.75
738784.0,589.25
738785.0,606.0
738786.0,574.75
738787.0,
738788.0,
738789.0,571.0
738790.0,572.5
738791.0,584.0
738792.0,597.0
738793.0,580.75
738794.0,
738795.0,
738796.0,578.0
738797.0,599.0
738798.0,610.75
738799.0,632.25
738800.0,650.25
738801.0,
738802.0,
738803.0,648.25
738804.0,625.25
738805.0,617.0
738806.0,637.75
738807.0,633.75
738808.0,
738809.0,
738810.0,632.0
738811.0,616.25
738812.0,615.0
738813.0,627.25
738814.0,616.25
738815.0,
738816.0,
738817.0,616.5
738818.0,615.0
738819.0,615.75
738820.0,631.0
738821.0,623.75
738822.0,
738823.0,
738824.0,615.25
738825.0,627.5
738826.0,637.5
738827.0,639.25
738828.0,658.25
738829.0,
738830.0,
738831.0,668.75
738832.0,658.0
738833.0,634.25
738834.0,632.75
738835.0,644.75
738836.0,
738837.0,
738838.0,630.25
738839.0,611.75
738840.0,603.5
738841.0,558.5
738842.0,546.75
738843.0,
738844.0,
738845.0,534.75
738846.0,573.5
738847.0,549.0
738848.0,555.0
738849.0,561.5
738850.0,
738851.0,
738852.0,541.25
738853.0,536.25
738854.0,548.5
738855.0,561.75
738856.0,560.5
738857.0,
738858.0,
738859.0,557.75
738860.0,523.25
738861.0,498.25
738862.0,490.0
738863.0,493.75
738864.0,
738865.0,
738866.0,491.0
738867.0,503.75
738868.0,515.25
738869.0,508.0
738870.0,495.0
738871.0,
738872.0,
738873.0,511.75
738874.0,510.5
738875.0,519.5
738876.0,504.0
738877.0,506.0
738878.0,
738879.0,
738880.0,
738881.0,
738882.0,523.75
738883.0,514.0
