date,price
736799.0,
736800.0,
736801.0,
736802.0,472.5
736803.0,468.75
736804.0,456.75
736805.0,447.75
736806.0,
736807.0,
736808.0,447.0
736809.0,445.0
736810.0,448.75
736811.0,434.0
736812.0,438.0
736813.0,
736814.0,
736815.0,
736816.0,433.25
736817.0,427.75
736818.0,415.25
736819.0,423.25
736820.0,
736821.0,
736822.0,419.25
736823.0,424.0
736824.0,433.5
736825.0,438.25
736826.0,438.0
736827.0,
736828.0,
736829.0,447.5
736830.0,448.0
736831.0,454.0
736832.0,453.75
736833.0,462.5
736834.0,
736835.0,
736836.0,467.25
736837.0,467.0
736838.0,467.75
736839.0,460.0
736840.0,446.75
736841.0,
736842.0,
736843.0,
736844.0,442.75
736845.0,432.25
736846.0,436.75
736847.0,424.25
736848.0,
736849.0,
736850.0,417.0
736851.0,414.25
736852.0,407.75
736853.0,407.0
736854.0,413.0
736855.0,
736856.0,
736857.0,414.5
736858.0,412.25
736859.0,405.5
736860.0,406.25
736861.0,410.0
736862.0,
736863.0,
736864.0,410.5
736865.0,398.75
736866.0,397.25
736867.0,395.75
736868.0,394.0
736869.0,
736870.0,
736871.0,392.25
736872.0,406.75
736873.0,410.5
736874.0,416.75
736875.0,421.0
736876.0,
736877.0,
736878.0,431.75
736879.0,433.75
736880.0,424.5
736881.0,429.25
736882.0,410.25
736883.0,
736884.0,
736885.0,416.5
736886.0,417.0
736887.0,421.75
736888.0,425.25
736889.0,427.25
736890.0,
736891.0,
736892.0,429.5
736893.0,428.75
736894.0,438.0
736895.0,444.75
736896.0,434.5
736897.0,
736898.0,
736899.0,433.75
736900.0,443.5
736901.0,452.5
736902.0,457.75
736903.0,465.75
736904.0,
736905.0,
736906.0,469.25
736907.0,463.5
736908.0,469.75
736909.0,470.75
736910.0,466.75
736911.0,
736912.0,
736913.0,455.75
736914.0,460.0
736915.0,459.75
736916.0,465.25
736917.0,461.75
736918.0,
736919.0,
736920.0,463.0
736921.0,450.25
736922.0,449.75
736923.0,444.0
736924.0,450.5
736925.0,
736926.0,
736927.0,450.0
736928.0,452.5
736929.0,458.25
736930.0,461.0
736931.0,459.0
736932.0,
736933.0,
736934.0,
736935.0,462.5
736936.0,475.75
736937.0,484.25
736938.0,488.75
736939.0,
736940.0,
736941.0,481.5
736942.0,493.5
736943.0,496.25
736944.0,499.75
736945.0,499.25
736946.0,
736947.0,
736948.0,491.5
736949.0,492.0
736950.0,499.75
736951.0,509.0
736952.0,515.0
736953.0,
736954.0,
736955.0,502.0
736956.0,505.5
736957.0,514.5
736958.0,517.25
736959.0,517.25
736960.0,
736961.0,
736962.0,525.25
736963.0,519.75
736964.0,519.75
736965.0,521.0
736966.0,517.25
736967.0,
736968.0,
736969.0,498.5
736970.0,494.25
736971.0,494.25
736972.0,505.5
736973.0,487.5
736974.0,
736975.0,
736976.0,483.0
736977.0,496.5
736978.0,496.0
736979.0,496.25
736980.0,510.75
736981.0,
736982.0,
736983.0,519.75
736984.0,514.25
736985.0,510.25
736986.0,506.0
736987.0,510.25
736988.0,
736989.0,
736990.0,503.25
736991.0,502.25
736992.0,510.0
736993.0,512.0
736994.0,523.5
736995.0,
736996.0,
736997.0,522.0
736998.0,526.75
736999.0,527.75
737000.0,520.25
737001.0,528.5
737002.0,
737003.0,
737004.0,545.0
737005.0,546.5
737006.0,546.5
737007.0,553.25
737008.0,551.25
737009.0,
737010.0,
737011.0,550.0
737012.0,538.75
737013.0,546.0
737014.0,547.5
737015.0,555.25
737016.0,
737017.0,
737018.0,546.25
737019.0,548.5
737020.0,550.5
737021.0,554.75
737022.0,554.25
737023.0,
737024.0,
737025.0,553.25
737026.0,552.75
737027.0,547.25
737028.0,542.0
737029.0,552.5
737030.0,
737031.0,
737032.0,542.25
737033.0,544.0
737034.0,535.75
737035.0,541.5
737036.0,555.0
737037.0,
737038.0,
737039.0,561.25
737040.0,559.25
737041.0,551.0
737042.0,549.0
737043.0,551.75
737044.0,
